Progress,Duration (in seconds),DistributionChannel,consent,prolificID,politics_survey_1,politics_survey_2,politics_survey_3,politics_survey_4,politics_survey_5,religion_survey_1,religion_survey_2,religion_survey_3,religion_survey_4,religion_survey_5,moral_survey_1,moral_survey_2,moral_survey_3,moral_survey_4,moral_survey_5,arbitrary_survey_1,arbitrary_survey_2,arbitrary_survey_3,arbitrary_survey_4,arbitrary_survey_5,preferences_survey_1,preferences_survey_2,preferences_survey_3,preferences_survey_4,preferences_survey_5,identity_survey_1,identity_survey_2,identity_survey_3,identity_survey_4,identity_survey_5,background_survey_1,background_survey_2,background_survey_3,background_survey_4,background_survey_5,politics_learn_1,politics_learn_3,politics_learn_4,politics_learn_7,politics_learn_8,religion_learn_1,religion_learn_2,religion_learn_3,religion_learn_5,religion_learn_9,moral_learn_1,moral_learn_6,moral_learn_7,moral_learn_9,moral_learn_10,arbitrary_learn_2,arbitrary_learn_4,arbitrary_learn_6,arbitrary_learn_7,arbitrary_learn_9,preferences_learn_1,preferences_learn_2,preferences_learn_3,preferences_learn_4,preferences_learn_5,identity_learn_1,identity_learn_2,identity_learn_4,identity_learn_6,identity_learn_8,background_learn_2,background_learn_4,background_learn_5,background_learn_6,background_learn_7,politics_interest_1,politics_interest_3,politics_interest_4,politics_interest_7,politics_interest_8,religion_interest_1,religion_interest_2,religion_interest_3,religion_interest_5,religion_interest_9,moral_interest_1,moral_interest_6,moral_interest_7,moral_interest_9,moral_interest_10,arbitrary_interest_2,arbitrary_interest_4,arbitrary_interest_6,arbitrary_interest_7,arbitrary_interest_9,preferences_interest_1,preferences_interest_2,preferences_interest_3,preferences_interest_4,preferences_interest_5,identity_interest_1,identity_interest_2,identity_interest_4,identity_interest_6,identity_interest_8,background_interest_2,background_interest_4,background_interest_5,background_interest_6,background_interest_7,politics_deep_1,politics_deep_3,politics_deep_4,politics_deep_7,politics_deep_8,religion_deep_1,religion_deep_2,religion_deep_3,religion_deep_5,religion_deep_9,moral_deep_1,moral_deep_6,moral_deep_7,moral_deep_9,moral_deep_10,arbitrary_deep_2,arbitrary_deep_4,arbitrary_deep_6,arbitrary_deep_7,arbitrary_deep_9,preferences_deep_1,preferences_deep_2,preferences_deep_3,preferences_deep_4,preferences_deep_5,identity_deep_1,identity_deep_2,identity_deep_4,identity_deep_6,identity_deep_8,background_deep_2,background_deep_4,background_deep_5,background_deep_6,background_deep_7,politics_likely_1,politics_likely_3,politics_likely_4,politics_likely_7,politics_likely_8,religion_likely_1,religion_likely_2,religion_likely_3,religion_likely_5,religion_likely_9,moral_likely_1,moral_likely_6,moral_likely_7,moral_likely_9,moral_likely_10,arbitrary_likely_2,arbitrary_likely_4,arbitrary_likely_6,arbitrary_likely_7,arbitrary_likely_9,preferences_likely_1,preferences_likely_2,preferences_likely_3,preferences_likely_4,preferences_likely_5,identity_likely_1,identity_likely_2,identity_likely_4,identity_likely_6,identity_likely_8,background_likely_2,background_likely_4,background_likely_5,background_likely_6,background_likely_7,politics_divisive_1,politics_divisive_3,politics_divisive_4,politics_divisive_7,politics_divisive_8,religion_divisive_1,religion_divisive_2,religion_divisive_3,religion_divisive_5,religion_divisive_9,moral_divisive_1,moral_divisive_6,moral_divisive_7,moral_divisive_9,moral_divisive_10,arbitrary_divisive_2,arbitrary_divisive_4,arbitrary_divisive_6,arbitrary_divisive_7,arbitrary_divisive_9,preferences_divisive_1,preferences_divisive_2,preferences_divisive_3,preferences_divisive_4,preferences_divisive_5,identity_divisive_1,identity_divisive_2,identity_divisive_4,identity_divisive_6,identity_divisive_8,background_divisive_2,background_divisive_4,background_divisive_5,background_divisive_6,background_divisive_7,politics_personal_1,politics_personal_3,politics_personal_4,politics_personal_7,politics_personal_8,religion_personal_1,religion_personal_2,religion_personal_3,religion_personal_5,religion_personal_9,moral_personal_1,moral_personal_6,moral_personal_7,moral_personal_9,moral_personal_10,arbitrary_personal_2,arbitrary_personal_4,arbitrary_personal_6,arbitrary_personal_7,arbitrary_personal_9,preferences_personal_1,preferences_personal_2,preferences_personal_3,preferences_personal_4,preferences_personal_5,identity_personal_1,identity_personal_2,identity_personal_4,identity_personal_6,identity_personal_8,background_personal_2,background_personal_4,background_personal_5,background_personal_6,background_personal_7,politics_relevant_1,politics_relevant_3,politics_relevant_4,politics_relevant_7,politics_relevant_8,religion_relevant_1,religion_relevant_2,religion_relevant_3,religion_relevant_5,religion_relevant_9,moral_relevant_1,moral_relevant_6,moral_relevant_7,moral_relevant_9,moral_relevant_10,arbitrary_relevant_2,arbitrary_relevant_4,arbitrary_relevant_6,arbitrary_relevant_7,arbitrary_relevant_9,preferences_relevant_1,preferences_relevant_2,preferences_relevant_3,preferences_relevant_4,preferences_relevant_5,identity_relevant_1,identity_relevant_2,identity_relevant_4,identity_relevant_6,identity_relevant_8,background_relevant_2,background_relevant_4,background_relevant_5,background_relevant_6,background_relevant_7,politics_same_1,politics_same_3,politics_same_4,politics_same_7,politics_same_8,religion_same_1,religion_same_2,religion_same_3,religion_same_5,religion_same_9,moral_same_1,moral_same_6,moral_same_7,moral_same_9,moral_same_10,arbitrary_same_2,arbitrary_same_4,arbitrary_same_6,arbitrary_same_7,arbitrary_same_9,preferences_same_1,preferences_same_2,preferences_same_3,preferences_same_4,preferences_same_5,identity_same_1,identity_same_2,identity_same_4,identity_same_6,identity_same_8,background_same_2,background_same_4,background_same_5,background_same_6,background_same_7,age,race,ethnicity,gender,handedness,PROLIFIC_PID
100,181,anonymous,Accept consent,62bdcbe0bf0f03430820ad59,Definitely not,Definitely not,Unsure,Definitely yes,Definitely yes,Definitely not,Definitely yes,Definitely not,Unsure,Probably yes,Definitely yes,Probably not,Unsure,Definitely not,Definitely yes,Probably yes,Definitely yes,Probably yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Probably yes,Definitely yes,Definitely yes,Definitely not,Definitely not,Definitely yes,Definitely not,Definitely not,Definitely yes,Definitely not,Unsure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,90,50,91,50,62,60,84,95,86,90,75,75,50,90,31,0,2,0,8,0,0,0,0,0,100,100,0,0,100,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,White,Not Hispanic,Female,Right,62bdcbe0bf0f03430820ad59
100,221,anonymous,Accept consent,5ef4d71e2e4e740edef0340a,Probably not,Definitely not,Probably yes,Definitely yes,Definitely yes,Definitely not,Definitely not,Definitely not,Definitely not,Definitely not,Probably yes,Probably not,Probably not,Unsure,Unsure,Definitely yes,Definitely yes,Definitely yes,Probably not,Definitely yes,Definitely yes,Definitely yes,Probably yes,Definitely yes,Probably not,Definitely yes,Definitely yes,Probably not,Probably not,Definitely yes,Definitely not,Definitely not,Definitely yes,Definitely yes,Probably not,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,24,82,83,80,64,41,66,70,84,77,45,33,18,71,13,39,11,32,82,31,39,37,31,13,81,94,84,44,75,24,22,79,19,44,35,White,Not Hispanic,Male,Right,5ef4d71e2e4e740edef0340a
100,351,anonymous,Accept consent,63d1569edf6780583e4e3009,Unsure,Probably not,Definitely not,Probably not,Definitely not,Definitely not,Definitely yes,Definitely not,Unsure,Definitely yes,Probably yes,Definitely not,Probably not,Definitely not,Definitely yes,Definitely not,Probably yes,Definitely not,Definitely not,Probably yes,Definitely yes,Definitely yes,Probably not,Definitely not,Probably yes,Definitely not,Definitely yes,Definitely yes,Probably yes,Definitely yes,Definitely yes,Definitely not,Definitely yes,Definitely yes,Probably yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,94,0,0,0,100,0,100,98,75,75,82,3,16,94,100,98,67,100,100,94,96,0,100,72,86,65,83,100,94,0,100,100,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,White,Not Hispanic,Female,Right,63d1569edf6780583e4e3009
100,413,anonymous,Accept consent,62911241104b44bdf975da08,Probably yes,Unsure,Probably yes,Probably yes,Definitely yes,Definitely not,Probably not,Definitely yes,Definitely yes,Definitely yes,Probably not,Probably not,Probably yes,Probably yes,Probably yes,Definitely not,Definitely yes,Definitely yes,Definitely not,Definitely yes,Probably yes,Definitely not,Definitely not,Definitely yes,Definitely yes,Definitely not,Definitely yes,Definitely yes,Definitely not,Definitely not,Definitely not,Definitely not,Definitely yes,Definitely not,Definitely yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,5,0,1,2,0,10,5,15,40,65,10,0,15,10,30,55,90,0,0,0,0,5,60,0,1,25,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,White,Not Hispanic,Male,Right,62911241104b44bdf975da08
100,184,anonymous,Accept consent,59aaf1705e7f4800010eeec7,Probably not,Probably yes,Probably yes,Definitely not,Definitely yes,Definitely not,Definitely not,Definitely not,Definitely not,Definitely not,Probably not,Unsure,Probably yes,Probably yes,Probably yes,Probably not,Probably not,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Probably not,Definitely yes,Probably yes,Definitely yes,Definitely yes,Definitely yes,Unsure,Definitely yes,Definitely not,Definitely not,Definitely yes,Definitely yes,Probably not,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,56,35,0,35,0,0,0,0,0,45,37,62,45,0,0,60,0,39,0,64,68,0,73,73,19,0,0,0,0,10,59,55,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,White,Not Hispanic,Male,Right,59aaf1705e7f4800010eeec7
100,249,anonymous,Accept consent,5e86612cb774d029474e0c8f,Unsure,Unsure,Probably yes,Definitely yes,Probably not,Definitely not,Definitely yes,Definitely not,Definitely yes,Probably yes,Probably not,Definitely not,Probably yes,Unsure,Probably yes,Probably yes,Probably yes,Definitely not,Probably yes,Probably yes,Probably yes,Definitely not,Probably not,Probably yes,Probably yes,Definitely not,Probably not,Definitely not,Definitely yes,Definitely not,Definitely not,Definitely not,Probably yes,Probably yes,Definitely yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,17,100,100,14,20,89,80,100,100,100,100,100,100,100,100,83,90,100,79,89,26,96,100,100,84,100,100,100,76,81,94,87,74,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,Black/African-American,Not Hispanic,Female,Right,5e86612cb774d029474e0c8f
100,418,anonymous,Accept consent,5953d01e4d560700016462da,Probably yes,Unsure,Probably yes,Probably yes,Definitely yes,Definitely not,Definitely not,Definitely not,Definitely not,Definitely not,Definitely yes,Probably yes,Probably yes,Definitely not,Unsure,Definitely yes,Definitely yes,Unsure,Probably yes,Probably yes,Probably yes,Probably yes,Unsure,Probably yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Probably not,Definitely not,Definitely not,Definitely not,Definitely yes,Definitely not,Probably not,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,15,65,20,0,50,10,20,50,65,50,0,0,5,45,75,10,0,65,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,White,Not Hispanic,Female,Right,5953d01e4d560700016462da
100,438,anonymous,Accept consent,5ff208972f56711b6a7356da,Definitely not,Definitely not,Probably not,Probably yes,Probably yes,Definitely not,Probably not,Probably not,Probably not,Unsure,Definitely yes,Probably yes,Probably yes,Probably not,Unsure,Definitely yes,Definitely yes,Probably yes,Unsure,Probably yes,Probably yes,Probably yes,Probably yes,Unsure,Probably not,Definitely not,Definitely yes,Probably yes,Probably yes,Definitely yes,Probably yes,Definitely not,Probably yes,Probably not,Probably not,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,50,50,50,50,50,60,35,35,80,95,95,34,92,38,63,73,72,73,50,90,100,60,55,100,81,65,50,55,69,76,50,74,70,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,White,Not Hispanic,Female,Right,5ff208972f56711b6a7356da
100,488,anonymous,Accept consent,60ff0fc89dd6346ad1246ef7,Probably not,Definitely not,Probably yes,Definitely yes,Probably yes,Definitely not,Definitely not,Definitely not,Definitely not,Unsure,Definitely yes,Probably yes,Definitely yes,Probably not,Probably yes,Definitely yes,Definitely yes,Definitely not,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely not,Definitely yes,Probably yes,Definitely not,Definitely yes,Definitely yes,Definitely not,Definitely not,Definitely not,Definitely not,Probably yes,Definitely yes,Definitely yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,25,0,0,85,0,10,0,0,0,60,60,90,0,0,100,80,70,85,100,100,100,100,100,100,5,0,0,0,90,100,10,100,100,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,Black/African-American,Not Hispanic,Female,Right,60ff0fc89dd6346ad1246ef7
100,265,anonymous,Accept consent,5b0739faa84dcf0001bef230,Definitely not,Probably not,Definitely yes,Probably not,Definitely yes,Definitely not,Definitely not,Definitely not,Definitely not,Definitely not,Probably yes,Probably not,Probably yes,Definitely not,Definitely not,Probably yes,Definitely yes,Definitely not,Probably yes,Definitely not,Definitely yes,Probably yes,Probably yes,Definitely yes,Definitely yes,Definitely not,Definitely yes,Definitely yes,Probably yes,Definitely not,Definitely not,Definitely not,Probably not,Definitely yes,Definitely yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,13,35,3,38,14,16,16,23,27,14,13,10,0,36,0,84,42,25,0,38,82,79,81,68,18,0,0,0,34,22,0,39,34,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,Other,Hispanic,Male,Right,5b0739faa84dcf0001bef230
100,411,anonymous,Accept consent,5d6920acf59886000119e73e,Definitely not,Probably not,Probably yes,Definitely yes,Definitely yes,Definitely not,Definitely not,Definitely not,Unsure,Unsure,Definitely not,Definitely not,Probably yes,Definitely not,Definitely yes,Probably not,Definitely yes,Probably not,Probably yes,Probably yes,Definitely yes,Probably not,Probably not,Probably yes,Probably not,Definitely yes,Definitely yes,Definitely yes,Definitely not,Definitely yes,Definitely not,Definitely not,Definitely yes,Probably not,Probably not,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,50,79,98,90,50,50,50,50,50,95,98,95,90,97,50,90,50,50,90,97,45,50,70,50,50,96,93,3,69,50,50,87,50,50,44,White,Not Hispanic,Male,Right,5d6920acf59886000119e73e
100,358,anonymous,Accept consent,646674fd07dbd1dc3889d32e,Definitely not,Probably not,Definitely yes,Definitely not,Definitely yes,Definitely not,Probably yes,Definitely not,Probably yes,Probably yes,Unsure,Probably not,Probably yes,Definitely not,Unsure,Probably yes,Definitely yes,Definitely not,Definitely yes,Definitely not,Definitely yes,Definitely yes,Definitely not,Definitely yes,Definitely not,Definitely yes,Definitely yes,Definitely yes,Unsure,Definitely not,Definitely not,Definitely not,Definitely yes,Definitely yes,Definitely not,100,64,100,50,100,100,74,100,100,82,100,100,50,17,83,84,100,100,77,70,100,100,50,100,100,100,86,76,80,76,100,90,100,76,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,White,Not Hispanic,Female,Right,646674fd07dbd1dc3889d32e
100,243,anonymous,Accept consent,63f6ad3b6678834c702ed506,Definitely not,Definitely not,Definitely yes,Definitely yes,Definitely yes,Definitely not,Definitely not,Definitely not,Definitely not,Probably not,Probably yes,Unsure,Unsure,Unsure,Probably yes,Unsure,Probably yes,Definitely yes,Probably not,Definitely yes,Probably yes,Unsure,Unsure,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely not,Definitely yes,Definitely not,Definitely yes,Definitely yes,Definitely yes,Probably not,28,34,62,41,33,66,74,80,76,65,78,72,87,63,62,60,62,47,71,76,54,51,41,78,80,70,19,21,67,48,69,63,61,63,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,White,Not Hispanic,Male,Left,63f6ad3b6678834c702ed506
100,412,anonymous,Accept consent,655c235624cc2cac2509452c,Unsure,Probably not,Probably yes,Unsure,Definitely yes,Definitely not,Probably yes,Definitely not,Probably yes,Probably yes,Probably not,Probably not,Unsure,Probably not,Unsure,Definitely yes,Probably yes,Probably not,Probably yes,Probably yes,Definitely yes,Definitely yes,Probably not,Definitely yes,Probably not,Definitely yes,Definitely yes,Definitely yes,Probably not,Probably not,Definitely not,Definitely not,Definitely yes,Definitely yes,Probably yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,60,20,20,80,80,80,90,70,65,45,20,11,40,40,10,49,20,10,30,10,10,30,20,95,80,90,21,60,5,40,20,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,White,Not Hispanic,Male,Right,655c235624cc2cac2509452c
100,301,anonymous,Accept consent,5febb30450a719c947d89794,Probably yes,Unsure,Definitely yes,Probably not,Unsure,Definitely not,Definitely not,Definitely not,Definitely not,Definitely not,Definitely not,Definitely not,Probably yes,Unsure,Definitely yes,Definitely yes,Definitely yes,Probably yes,Unsure,Definitely yes,Probably yes,Probably not,Unsure,Probably yes,Definitely not,Definitely not,Definitely yes,Definitely yes,Probably yes,Definitely yes,Probably yes,Definitely not,Unsure,Probably yes,Definitely yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,8,73,0,0,0,69,0,0,0,88,8,31,0,0,90,80,75,0,20,82,88,92,73,67,10,0,0,0,76,69,31,0,69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,White,Not Hispanic,Male,Right,5febb30450a719c947d89794
100,618,anonymous,Accept consent,614e1cb01ffc4c10128a86d5,Definitely not,Probably not,Definitely yes,Definitely yes,Definitely yes,Probably yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely not,Probably yes,Probably yes,Definitely not,Definitely yes,Probably yes,Definitely yes,Definitely yes,Probably yes,Probably not,Probably yes,Probably yes,Unsure,Probably yes,Definitely not,Definitely yes,Definitely yes,Definitely yes,Definitely not,Definitely yes,Probably yes,Definitely not,Definitely yes,Probably yes,Definitely yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,75,100,100,100,78,100,100,50,0,0,100,0,69,0,100,100,100,0,100,0,0,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,White,Not Hispanic,Male,Right,614e1cb01ffc4c10128a86d5
100,282,anonymous,Accept consent,5f11e883afd70a0d94572e6a,Definitely not,Probably not,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely yes,Definitely not,Definitely not,Definitely yes,Unsure,Definitely yes,Probably yes,Definitely yes,Definitely yes,Probably not,Probably yes,Probably yes,Definitely yes,Unsure,Definitely yes,Probably not,Definitely yes,Definitely yes,Definitely yes,Definitely not,Definitely yes,Probably not,Definitely not,Definitely yes,Probably yes,Probably not,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,19,86,82,95,100,100,100,100,100,4,7,100,50,100,87,81,96,19,39,61,100,36,90,9,100,100,100,4,100,76,0,100,39,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,White,Not Hispanic,Male,Right,5f11e883afd70a0d94572e6a
100,293,anonymous,Accept consent,641ec1a9d9fe8a0941e39862,Probably not,Probably not,Unsure,Probably not,Probably not,Definitely not,Probably yes,Definitely not,Unsure,Unsure,Probably yes,Unsure,Probably yes,Definitely not,Unsure,Definitely yes,Probably yes,Definitely not,Probably yes,Probably not,Probably yes,Probably yes,Probably yes,Definitely yes,Definitely not,Definitely yes,Definitely yes,Definitely yes,Definitely not,Definitely not,Definitely not,Definitely not,Definitely yes,Probably yes,Probably yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,82,33,37,15,50,34,47,35,23,82,87,95,69,81,78,24,0,8,0,0,0,0,0,0,0,89,14,9,0,8,50,14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,White,Not Hispanic,Male,Right,641ec1a9d9fe8a0941e39862
